CrsID,ProjectNumber,Year,FlowName,DonorName,RecipientName,USD_Disbursement_Defl,PurposeName,ProjectTitle,ShortDescription,LongDescription,Gender,Disability,ChannelReportedName,ChannelName,SubPurpose
2017170348,17003,2018,ODA Grants,Finland,Uganda,0.00427571,Human rights,F.a: Enhancing the Realisation of Universal Health Coverage in Uganda,F.A: ENHANCING THE REALISATION OF UNIVERSAL HEALTH COVERAGE IN UGANDA,"During the project, legal and political advocacy work is carried out to promote health coverage and strengthen the monitoring and documentation of health violations as well asadvocacy for marginal and vulnerable groups. In addition, the project will improve the legal protection of victims of Economic, Cultural and Social Rights violations.Beneficiaries are vulnerable groups such as women, people with disabilities and marginal people whose special needs are mapped and whose situation is directly influenced by the project's advocacy work.The project also provides local Economic, Cultural and Social Rights organizations / operators and authorities capacity building to monitor and promote the implementation of Economic, Cultural and Social Rights.The project will co-operate with national human rights institutions and lobbying policy makers, in particular the Ministry of Health, to strengthen legislation and enforcement of Economic, Cultural and Social Rights obligations.ISER has four different programs: 1) right to education 2) right to health 3) business and human rights 4) social responsibility and civic participation program. Its activities include monitoring and documentation, research, advocacy and strategic litigation, and capacity building of grassroots actors. In its operations, the organization has focused in particular on helping the local government to work more effectively, engage local communities in defense of Economic, Cultural and Social Rights, campaign for Economic, Cultural and Social Rights, and campaign for poor and vulnerable health rights and education. www.iser-uganda.org",Significant gender component,Significant disability component,Foundation for Human Rights,Donor country-based NGO,Mixed
2018002654-2,009-116279-B,2018,ODA Grants,Spain,Morocco,0.00402269,Basic nutrition,Improving nutritional conditions and transportation in Special Education Centers and sensory disabilities in the Saharawi refugee camps,IMPROVING NUTRITIONAL CONDITIONS AND TRANSPORTATION IN SPECIAL EDUCATION CENTERS AND SENSORY DISABILITIES IN THE SAHARAWI REFUGEE CAMPS,"Título completo del proyecto: Mejorar las condiciones nutricionales y transporte en Centros de Educación Especial y de discapacidad sensorial de los Campos de refugiados saharauis en Tinduf-curso 2018-2019 :: La intervención se enmarca dentro de los campamentos de refugiados saharauis en Tinduf (Argelia) donde cerca de 173.600 personas (según datos del ACNUR, ?Sahrawi Refugees in Tindouf, Algeria: Total In?Camp Population?, marzo 2018) llevan cuatro décadas viviendo en condiciones de pobreza y vulnerabilidad en la hammada argelina y con una dependencia prácticamente absoluta de la ayuda internacional.El proyecto tiene como objetivo mejorar la calidad de vida de los alumnos que acuden a los CEE/CDS (principalmente mediante nutrición y transporte), mejorar el sistema educativo de dichos centros (principalmente mediante la formación del profesorado), y establecer un sistema de rendición de cuentas destinado a los distintos grupos de interés.Se en enmarca dentro de la estrategia de CRE ?Mejorar el sistema educativo y las condiciones de vida de las personas con necesidades especiales, a través de los Centros de Educación Especial y Discapacidad Sensorial, en los Campamentos de refugiados saharauis en Tindouf, Argelia?La intervención estará enmarcada en tres líneas:1. Asegurar el acceso al almuerzo diario de las niñas y niños que asisten a los centros, a través de la distribución de alimentos, fomentando además los buenos hábitos alimentarios, y asegurar el acceso de los alumnos a los centros de educación especial, facilitando el combustible necesario para los vehículos encargados de este fin.2. Fortalecer las capacidades de los profesores de los CEE y CDS, así como sensibilizar al entorno cercano a los alumnos, y a la población en general, sobre la importancia de la integración de las personas conviviendo con una discapacidad.3. Establecer un sistema de rendición de cuentas, con el que se pretende compartir información relevante sobre la intervención, tanto a beneficiarios como a padres y tutores, al personal de los centros y al Ministerio de Asuntos Sociales y Promoción de la Mujer (MASPM). Asimismo, se creará un mecanismo de escucha y respuesta que facilite la comunicación entre el equipo de proyecto y los diferentes grupos de interés.",Significant gender component,Principal disability component,Red Cross Spain,Donor country-based NGO,Mixed
2016160098,28816581,2018,ODA Grants,Finland,Zambia,0.00300011,Basic health care,ZAM/FLC ZAEPD Support to Parents and Professionals in Early Identification and Interaction of Children with ID CP and Speech Impairments,ZAM/FLC ZAEPD SUPPORT TO PARENTS AND PROFESSIONALS IN EARLY IDENTIFICATION AND INTERACTION OF CHILDREN WITH ID CP AND SPEECH IMPAIRMENTS,ZAEPD is a disability organization founded by parents of persons with intellectual disabilities. Currently ZAEPD works for inclusion of persons with intellectual disabilities in all areas of life. It is also a platform for advocacy and lobbying in Zambia in the light of the UN Convention on the Rights of Persons with Disabilities. ZAEPD has a long project co-operation history with Finnish Association on Intellectual and Developmental Disabilities (FAIDD). The project will address an overarching development framework for early intervention on children with intellectual disabilities by capacitating both parents and health care personnel with information at all levels ranging from details of their childs diagnosis and long term prospects through specific guidance  In this pilot project an early intervention model for Zambian context will be developed utilizing Finnish expertise and in cooperation with the Zambian Ministry of Health. The project will contribute towards the Finnish Government Development Policy by improving the access to proper health care for vulnerable children with special needs.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2016160098,28816581,2018,ODA Grants,Finland,Zambia,0.00300011,Health education,ZAM/FLC ZAEPD Support to Parents and Professionals in Early Identification and Interaction of Children with ID CP and Speech Impairments,ZAM/FLC ZAEPD SUPPORT TO PARENTS AND PROFESSIONALS IN EARLY IDENTIFICATION AND INTERACTION OF CHILDREN WITH ID CP AND SPEECH IMPAIRMENTS,ZAEPD is a disability organization founded by parents of persons with intellectual disabilities. Currently ZAEPD works for inclusion of persons with intellectual disabilities in all areas of life. It is also a platform for advocacy and lobbying in Zambia in the light of the UN Convention on the Rights of Persons with Disabilities. ZAEPD has a long project co-operation history with Finnish Association on Intellectual and Developmental Disabilities (FAIDD). The project will address an overarching development framework for early intervention on children with intellectual disabilities by capacitating both parents and health care personnel with information at all levels ranging from details of their childs diagnosis and long term prospects through specific guidance  In this pilot project an early intervention model for Zambian context will be developed utilizing Finnish expertise and in cooperation with the Zambian Ministry of Health. The project will contribute towards the Finnish Government Development Policy by improving the access to proper health care for vulnerable children with special needs.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2017170201,87301531,2018,ODA Grants,Finland,Moldova,0.00165975,Human rights,Building the capacity of local public authorities in school inclusion of children with intellectual disabilities and autism,BUILDING THE CAPACITY OF LOCAL PUBLIC AUTHORITIES IN SCHOOL INCLUSION OF CHILDREN WITH INTELLECTUAL DISABILITIES AND AUTISM,Goal: Develop human resources qualified in assessment and diagnosis of children with disabilities and autism in three pilot districts  Ungheni Leova and Orheito improve access to equal education for all.Objectives:1.The representatives of the district Psycho-pedagogical Assistance Service (PAS) in three pilot districts from Moldova have the required knowledge in assessment and diagnosis of the development level of children with intellectual disabilities and autism for their inclusion into mainstream education.2.Children with intellectual disabilities and autism benefit from an inclusive learning environment in accordance with their rights under the national law and international standards.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2017170425,17AA078,2018,ODA Grants,Finland,Bangladesh,0.00110282,Early childhood education,F.a: Chhadak (Light) - Developing special needs education for the underpriviledged children with autism and other disabilities,F.A: CHHADAK (LIGHT) - DEVELOPING SPECIAL NEEDS EDUCATION FOR THE UNDERPRIVILEDGED CHILDREN WITH AUTISM AND OTHER DISABILITIES,"Children and youth with autism or other disabilities of indigenous background living in Rangamati Hill District in Bangladesh will be provided education. Project will develop peer support and training for parents, training for teachers, health and rehabilitation services for children and conduct advocacy activities.",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170425,17AA078,2018,ODA Grants,Finland,Bangladesh,0.00110282,Democratic participation and civil society,F.a: Chhadak (Light) - Developing special needs education for the underpriviledged children with autism and other disabilities,F.A: CHHADAK (LIGHT) - DEVELOPING SPECIAL NEEDS EDUCATION FOR THE UNDERPRIVILEDGED CHILDREN WITH AUTISM AND OTHER DISABILITIES,"Children and youth with autism or other disabilities of indigenous background living in Rangamati Hill District in Bangladesh will be provided education. Project will develop peer support and training for parents, training for teachers, health and rehabilitation services for children and conduct advocacy activities.",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170201,87301531,2018,ODA Grants,Finland,Moldova,0.000829876,Teacher training,Building the capacity of local public authorities in school inclusion of children with intellectual disabilities and autism,BUILDING THE CAPACITY OF LOCAL PUBLIC AUTHORITIES IN SCHOOL INCLUSION OF CHILDREN WITH INTELLECTUAL DISABILITIES AND AUTISM,Goal: Develop human resources qualified in assessment and diagnosis of children with disabilities and autism in three pilot districts  Ungheni Leova and Orheito improve access to equal education for all.Objectives:1.The representatives of the district Psycho-pedagogical Assistance Service (PAS) in three pilot districts from Moldova have the required knowledge in assessment and diagnosis of the development level of children with intellectual disabilities and autism for their inclusion into mainstream education.2.Children with intellectual disabilities and autism benefit from an inclusive learning environment in accordance with their rights under the national law and international standards.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2017170201,87301531,2018,ODA Grants,Finland,Moldova,0.000829876,Democratic participation and civil society,Building the capacity of local public authorities in school inclusion of children with intellectual disabilities and autism,BUILDING THE CAPACITY OF LOCAL PUBLIC AUTHORITIES IN SCHOOL INCLUSION OF CHILDREN WITH INTELLECTUAL DISABILITIES AND AUTISM,Goal: Develop human resources qualified in assessment and diagnosis of children with disabilities and autism in three pilot districts  Ungheni Leova and Orheito improve access to equal education for all.Objectives:1.The representatives of the district Psycho-pedagogical Assistance Service (PAS) in three pilot districts from Moldova have the required knowledge in assessment and diagnosis of the development level of children with intellectual disabilities and autism for their inclusion into mainstream education.2.Children with intellectual disabilities and autism benefit from an inclusive learning environment in accordance with their rights under the national law and international standards.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2016160098,28816581,2018,ODA Grants,Finland,Zambia,0.00066669,Health policy and administrative management,ZAM/FLC ZAEPD Support to Parents and Professionals in Early Identification and Interaction of Children with ID CP and Speech Impairments,ZAM/FLC ZAEPD SUPPORT TO PARENTS AND PROFESSIONALS IN EARLY IDENTIFICATION AND INTERACTION OF CHILDREN WITH ID CP AND SPEECH IMPAIRMENTS,ZAEPD is a disability organization founded by parents of persons with intellectual disabilities. Currently ZAEPD works for inclusion of persons with intellectual disabilities in all areas of life. It is also a platform for advocacy and lobbying in Zambia in the light of the UN Convention on the Rights of Persons with Disabilities. ZAEPD has a long project co-operation history with Finnish Association on Intellectual and Developmental Disabilities (FAIDD). The project will address an overarching development framework for early intervention on children with intellectual disabilities by capacitating both parents and health care personnel with information at all levels ranging from details of their childs diagnosis and long term prospects through specific guidance  In this pilot project an early intervention model for Zambian context will be developed utilizing Finnish expertise and in cooperation with the Zambian Ministry of Health. The project will contribute towards the Finnish Government Development Policy by improving the access to proper health care for vulnerable children with special needs.,No gender component,Principal disability component,Embassy of Finland,Central Government,Mixed
2017170424,17AA077,2018,ODA Grants,Finland,Mongolia,0.000523907,Teacher training,"F.a: The Intellectual investment into Deaf Children's Education by Empowering Deaf Teachers, Parents and members of other Stakeholders","F.A: THE INTELLECTUAL INVESTMENT INTO DEAF CHILDREN'S EDUCATION BY EMPOWERING DEAF TEACHERS, PARENTS AND MEMBERS OF OTHER STAKEHOLDERS",Improvent of the quality of Deaf Childrens Education though participation of Deaf Teachers in the 3rd WFD Conference in Budapest Nov 2017 and doing advocacy work in Mongolia among the stakeholders after the Conference.,Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170424,17AA077,2018,ODA Grants,Finland,Mongolia,0.000523907,Human rights,"F.a: The Intellectual investment into Deaf Children's Education by Empowering Deaf Teachers, Parents and members of other Stakeholders","F.A: THE INTELLECTUAL INVESTMENT INTO DEAF CHILDREN'S EDUCATION BY EMPOWERING DEAF TEACHERS, PARENTS AND MEMBERS OF OTHER STAKEHOLDERS",Improvent of the quality of Deaf Childrens Education though participation of Deaf Teachers in the 3rd WFD Conference in Budapest Nov 2017 and doing advocacy work in Mongolia among the stakeholders after the Conference.,Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170341,16AF198-FT,2018,ODA Grants,Finland,Ghana,0.000252231,Human rights,F.a: Promote Inclusion of Persons with Intellectual Disability in decision making,F.A: PROMOTE INCLUSION OF PERSONS WITH INTELLECTUAL DISABILITY IN DECISION MAKING,"This project is to provide support to parents with children with intellectual disabilities, and to provide information about intellectual disability and the rights of persons with intellectual disabilities to parents, local authorities and opinion leaders. 4 Education workshops and 1 meeting will be carried out with these actors to transfer relevant information",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170406,17AA055-FT,2018,ODA Grants,Finland,Thailand,0.000138894,Basic life skills for youth and adults,F.a: Skills Training for Autistic children,F.A: SKILLS TRAINING FOR AUTISTIC CHILDREN,"This is a project to provide training related to self-development included specific needs assessment, planning and goals setting to 18 Autistic children and their parents. expected outcomes will serve to develop services related to autistic children. Furthermore, parents will gain knowledge and skills to take care their children and children will have opportunity to develop social skills and to be able to set up and determine their goals.",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2017170406,17AA055-FT,2018,ODA Grants,Finland,Thailand,0.000138894,Social Protection,F.a: Skills Training for Autistic children,F.A: SKILLS TRAINING FOR AUTISTIC CHILDREN,"This is a project to provide training related to self-development included specific needs assessment, planning and goals setting to 18 Autistic children and their parents. expected outcomes will serve to develop services related to autistic children. Furthermore, parents will gain knowledge and skills to take care their children and children will have opportunity to develop social skills and to be able to set up and determine their goals.",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,Mixed
2018180216,28235892,2018,ODA Grants,Finland,Tanzania,0,Teacher training,Promoting vocational training for youth with intellectual disabilitiy in Tanzania,PROMOTING VOCATIONAL TRAINING FOR YOUTH WITH INTELLECTUAL DISABILITIY IN TANZANIA,1. Young persons with intellectual disability (ID) have neither rights nor possibilities to get access to pre-vocational education/vocational education and thus lack possibilities to work and earn a living. 2. The project outcomes are: Pre-vocational/vocational education possibilities for youngsters with ID exist in all vocational training centers in the project area. The rights to pre-vocationa/vocational education for the target group are acknowledged. The main project activities include - in-service training for vocational teachers focused on teaching students with ID - mainstreaming courses on special needs education into regular vocational teacher education curriculum-creating and organizing special groups and inclusive teaching possibilities for pre-vocational/vocational education in the vocational training centers in the project area- organizing activities to increase awareness on the rights of persons with ID among responsible education authorities community leaders schools work places and families. 3. The project improves gender equality by focusing especially on girls and women.4. Partners in Finland are FDUV and Kehitysvammaliitto which have knowledge about the target group and experience of work with the target group in East-Africa Optima (special vocational training) and ÅA (special vocational teacher education). Optima and ÅA have knowledge about education and in-service training related to the target group. Local cooperation partners are TAMH (Tanzania Association for Mentally Handicapped) MWAYDEO:s (Mafiga Women and Youth Development Oreganization) (VETA (Vocational Education Teaching Authority) and IAE (Institute of Adult Education). TAMH has local knowledge about the target group MWAYDEO has knowledge of marginalized groups especially women and girls and VETA and IAE have the national responsibility in the field. The project strengthens MWAYDEO:s and TAMH:s work for human rights and VETA:s and IAE:s knowledge and preparedness related to education and training of the target group.5. Youngsters especially girls with intellectual disability.,Significant gender component,Principal disability component,Vaasan Kehitysmaaseura ry,Donor country-based NGO,Mixed
2018129146,129146,2018,Private Development Finance,Ford Foundation,India,0,Vocational training,Maharogi Sewa Samiti,MAHAROGI SEWA SAMITI,"Programme: Beyond. Description: For the Sandhiniketan Vocational Training Centre to empower disabled youth through vocational, psychosocial and economic services, and for the Swaranandwan therapeutic theatre program to benefit people with disabilities and sensitize the public in India.",No gender component,Principal disability component,Maharogi Sewa Samiti,Developing country-based NGO,Mixed
2018180216,28235892,2018,ODA Grants,Finland,Tanzania,0,Vocational training,Promoting vocational training for youth with intellectual disabilitiy in Tanzania,PROMOTING VOCATIONAL TRAINING FOR YOUTH WITH INTELLECTUAL DISABILITIY IN TANZANIA,1. Young persons with intellectual disability (ID) have neither rights nor possibilities to get access to pre-vocational education/vocational education and thus lack possibilities to work and earn a living. 2. The project outcomes are: Pre-vocational/vocational education possibilities for youngsters with ID exist in all vocational training centers in the project area. The rights to pre-vocationa/vocational education for the target group are acknowledged. The main project activities include - in-service training for vocational teachers focused on teaching students with ID - mainstreaming courses on special needs education into regular vocational teacher education curriculum-creating and organizing special groups and inclusive teaching possibilities for pre-vocational/vocational education in the vocational training centers in the project area- organizing activities to increase awareness on the rights of persons with ID among responsible education authorities community leaders schools work places and families. 3. The project improves gender equality by focusing especially on girls and women.4. Partners in Finland are FDUV and Kehitysvammaliitto which have knowledge about the target group and experience of work with the target group in East-Africa Optima (special vocational training) and ÅA (special vocational teacher education). Optima and ÅA have knowledge about education and in-service training related to the target group. Local cooperation partners are TAMH (Tanzania Association for Mentally Handicapped) MWAYDEO:s (Mafiga Women and Youth Development Oreganization) (VETA (Vocational Education Teaching Authority) and IAE (Institute of Adult Education). TAMH has local knowledge about the target group MWAYDEO has knowledge of marginalized groups especially women and girls and VETA and IAE have the national responsibility in the field. The project strengthens MWAYDEO:s and TAMH:s work for human rights and VETA:s and IAE:s knowledge and preparedness related to education and training of the target group.5. Youngsters especially girls with intellectual disability.,Significant gender component,Principal disability component,Vaasan Kehitysmaaseura ry,Donor country-based NGO,Mixed
2018180216,28235892,2018,ODA Grants,Finland,Tanzania,0,Human rights,Promoting vocational training for youth with intellectual disabilitiy in Tanzania,PROMOTING VOCATIONAL TRAINING FOR YOUTH WITH INTELLECTUAL DISABILITIY IN TANZANIA,1. Young persons with intellectual disability (ID) have neither rights nor possibilities to get access to pre-vocational education/vocational education and thus lack possibilities to work and earn a living. 2. The project outcomes are: Pre-vocational/vocational education possibilities for youngsters with ID exist in all vocational training centers in the project area. The rights to pre-vocationa/vocational education for the target group are acknowledged. The main project activities include - in-service training for vocational teachers focused on teaching students with ID - mainstreaming courses on special needs education into regular vocational teacher education curriculum-creating and organizing special groups and inclusive teaching possibilities for pre-vocational/vocational education in the vocational training centers in the project area- organizing activities to increase awareness on the rights of persons with ID among responsible education authorities community leaders schools work places and families. 3. The project improves gender equality by focusing especially on girls and women.4. Partners in Finland are FDUV and Kehitysvammaliitto which have knowledge about the target group and experience of work with the target group in East-Africa Optima (special vocational training) and ÅA (special vocational teacher education). Optima and ÅA have knowledge about education and in-service training related to the target group. Local cooperation partners are TAMH (Tanzania Association for Mentally Handicapped) MWAYDEO:s (Mafiga Women and Youth Development Oreganization) (VETA (Vocational Education Teaching Authority) and IAE (Institute of Adult Education). TAMH has local knowledge about the target group MWAYDEO has knowledge of marginalized groups especially women and girls and VETA and IAE have the national responsibility in the field. The project strengthens MWAYDEO:s and TAMH:s work for human rights and VETA:s and IAE:s knowledge and preparedness related to education and training of the target group.5. Youngsters especially girls with intellectual disability.,Significant gender component,Principal disability component,Vaasan Kehitysmaaseura ry,Donor country-based NGO,Mixed
2014140766,28924125,2018,ODA Grants,Finland,"South of Sahara, regional",0,Teacher training,eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa: phase II (2019-2022),ELEARNING TEACHER TRAINING PROGRAMME FOR LITERACY LEARNING AND TEACHING IN SUB-SAHARAN AFRICA: PHASE II (2019-2022),The quality of education is dependent on teachers skills and competences. However poor quality and availability of teacher training together with limited resources for teaching and learning are affecting children's basic skills development namely literacy and numeracy skills. Especially teachers gaps in teaching reading in local languages are serious challenges that affect education quality and childrens illiteracy. The situation is most serious in Sub-Saharan Africa where more than 85% of children are not learning the minimum reading level until the end of primary education. There is a widespread agreement that the pre-service training and in-service professional development of teachers is a key component for improving childrens reading and success in life. The aim of this project is to enhance the capacities and pedagogical competences of the primary school teachers and special education teachers to teach and support reading and provide tools to improve literacy instruction of children at-risk for reading disabilities and children in general education. This continuation project is based on the preparation phase of eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa (eTALE) financially supported by MFA as a disability project in 2015 and continued with funds carried over to 2016 (www.taleafrica.com). Through international African-Finnish teacher training collaboration we will provide pre-service and in-service training for teachers according to national and international policy strategies and goals of Unesco SDG. This will be achieved by developing and providing comprehensive free online professional development programme eTALE on literacy learning and teaching for teachers special education teachers teacher trainers and trainees and voluntary mentors for illiterate women to improve the quality of teaching reading skills and avoid illiteracy. This eTALE PD programme will be piloted in different contexts in Namibia (primary school teachers) Zambia (teachers of rural community schools) Kenya (special education teachers) and Tanzania (mentors for teaching illiterate women and teacher trainees).,Principal gender component,Principal disability component,Niilo Mäki-säätiö,Donor country-based NGO,Mixed
2014140766,28924125,2018,ODA Grants,Finland,"South of Sahara, regional",0,Educational research,eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa: phase II (2019-2022),ELEARNING TEACHER TRAINING PROGRAMME FOR LITERACY LEARNING AND TEACHING IN SUB-SAHARAN AFRICA: PHASE II (2019-2022),The quality of education is dependent on teachers skills and competences. However poor quality and availability of teacher training together with limited resources for teaching and learning are affecting children's basic skills development namely literacy and numeracy skills. Especially teachers gaps in teaching reading in local languages are serious challenges that affect education quality and childrens illiteracy. The situation is most serious in Sub-Saharan Africa where more than 85% of children are not learning the minimum reading level until the end of primary education. There is a widespread agreement that the pre-service training and in-service professional development of teachers is a key component for improving childrens reading and success in life. The aim of this project is to enhance the capacities and pedagogical competences of the primary school teachers and special education teachers to teach and support reading and provide tools to improve literacy instruction of children at-risk for reading disabilities and children in general education. This continuation project is based on the preparation phase of eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa (eTALE) financially supported by MFA as a disability project in 2015 and continued with funds carried over to 2016 (www.taleafrica.com). Through international African-Finnish teacher training collaboration we will provide pre-service and in-service training for teachers according to national and international policy strategies and goals of Unesco SDG. This will be achieved by developing and providing comprehensive free online professional development programme eTALE on literacy learning and teaching for teachers special education teachers teacher trainers and trainees and voluntary mentors for illiterate women to improve the quality of teaching reading skills and avoid illiteracy. This eTALE PD programme will be piloted in different contexts in Namibia (primary school teachers) Zambia (teachers of rural community schools) Kenya (special education teachers) and Tanzania (mentors for teaching illiterate women and teacher trainees).,Principal gender component,Principal disability component,Niilo Mäki-säätiö,Donor country-based NGO,Mixed
2014140766,28924125,2018,ODA Grants,Finland,"South of Sahara, regional",0,Primary education,eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa: phase II (2019-2022),ELEARNING TEACHER TRAINING PROGRAMME FOR LITERACY LEARNING AND TEACHING IN SUB-SAHARAN AFRICA: PHASE II (2019-2022),The quality of education is dependent on teachers skills and competences. However poor quality and availability of teacher training together with limited resources for teaching and learning are affecting children's basic skills development namely literacy and numeracy skills. Especially teachers gaps in teaching reading in local languages are serious challenges that affect education quality and childrens illiteracy. The situation is most serious in Sub-Saharan Africa where more than 85% of children are not learning the minimum reading level until the end of primary education. There is a widespread agreement that the pre-service training and in-service professional development of teachers is a key component for improving childrens reading and success in life. The aim of this project is to enhance the capacities and pedagogical competences of the primary school teachers and special education teachers to teach and support reading and provide tools to improve literacy instruction of children at-risk for reading disabilities and children in general education. This continuation project is based on the preparation phase of eLearning teacher training programme for literacy learning and teaching in Sub-Saharan Africa (eTALE) financially supported by MFA as a disability project in 2015 and continued with funds carried over to 2016 (www.taleafrica.com). Through international African-Finnish teacher training collaboration we will provide pre-service and in-service training for teachers according to national and international policy strategies and goals of Unesco SDG. This will be achieved by developing and providing comprehensive free online professional development programme eTALE on literacy learning and teaching for teachers special education teachers teacher trainers and trainees and voluntary mentors for illiterate women to improve the quality of teaching reading skills and avoid illiteracy. This eTALE PD programme will be piloted in different contexts in Namibia (primary school teachers) Zambia (teachers of rural community schools) Kenya (special education teachers) and Tanzania (mentors for teaching illiterate women and teacher trainees).,Principal gender component,Principal disability component,Niilo Mäki-säätiö,Donor country-based NGO,Mixed
2018000149-1,009-113667-A,2018,ODA Grants,Spain,Morocco,0,Higher education,SCHOLARSHIPS PROGRAM FOR STUDENTS FROM DEVELOPING COUNTRIES Vicerectorate for students,SCHOLARSHIPS PROGRAM FOR STUDENTS FROM DEVELOPING COUNTRIES VICERECTORATE FOR STUDENTS,"El Vicerrectorado de Estudiantes de la UGR a través del Servicio de Becas es el encargado de gestionar las ayudas al estudio del Ministerio de Educación, Cultura y Deporte (MECD) y del gobierno vasco, de los estudiantes de la UGR. Igualmente gestiona las ayudas propias al estudio, aprobadas en Consejo de Gobierno, y que se convocan a lo largo de cada curso académico, conformando todo un plan propio de becas dirigido a facilitar el acceso y la permanencia en los estudios ofertados por la UGR, buscando una distribución de recursos asignados que tenga en cuenta las variadas circunstancias académicas y coyunturales de cada estudiante. Entre las modalidades de becas y ayudas convocadas destacan:    Becas y ayudas al estudio de carácter general.    Becas de apoyo para estudiantes con discapacidad o necesidades especiales.    Ayudas extraordinarias de carácter social.    Becas y ayudas en el marco de convenios internacionales suscritos por la Universidad de Granada.    Ayudas para el pago de precios públicos de forma fraccionada mediante contrato de financiación.    Premios a los mejores expedientes.    Ayudas para la realización de cursos de idiomas.    Becas de apoyo a la información y participación (PIE).    Becas de apoyo a la automatrícula.    Becas para los ganadores olimpiadas.    Becas del Centro de Actividades Deportivas.    Ayudas para el Aula Permanente de Formación Abierta.    Ayudas Compensatorias de comedor para estudiantes de los campus de Ceuta y Melilla.    Becas para Cursos de Verano del Centro Mediterráneo.    Becas para Cursos y Másteres propios de la Escuela de Posgrado.    Becas para cursos de verano de la UGR en Ceuta y Melilla.     Se entiende como ayuda social, aquellas becas, encuadradas dentro de becas propias de la Universidad, dirigidas a estudiantes que presenten una situación de desestructuración económica, social o familiar y que, por motivos justificados, concede la Universidad de Granada, con carácter de excepcionalidad a través del Vicerrectorado de Estudiantes:Unidad de becas y asistencia estudiantíl.Para la concesión de estas ayudas, se valorará no solo la situación socio-económica y personal del solicitante, sino también su expediente académico global.Estas becas deben ser también entendidas, como un estímulo para continuar los estudios y facilitar la vida diaria del estudiante.  En concreto, ésta es una beca proporcionada a un estudiante saharaui estudiante del grado de TRADUCCIÓN E INTERPRETACIÓN.",No gender component,Significant disability component,Granada University,"University, college or other teaching institution, research institute or think-tank",Mixed
2018000141-1,009-113659-A,2018,ODA Grants,Spain,Bolivia,0,Higher education,SCHOLARSHIPS PROGRAM FOR STUDENTS FROM DEVELOPING COUNTRIES Vicerectorate for students,SCHOLARSHIPS PROGRAM FOR STUDENTS FROM DEVELOPING COUNTRIES VICERECTORATE FOR STUDENTS,"El Vicerrectorado de Estudiantes de la UGR a través del Servicio de Becas es el encargado de gestionar las ayudas al estudio del Ministerio de Educación, Cultura y Deporte (MECD) y del gobierno vasco, de los estudiantes de la UGR. Igualmente gestiona las ayudas propias al estudio, aprobadas en Consejo de Gobierno, y que se convocan a lo largo de cada curso académico, conformando todo un plan propio de becas dirigido a facilitar el acceso y la permanencia en los estudios ofertados por la UGR, buscando una distribución de recursos asignados que tenga en cuenta las variadas circunstancias académicas y coyunturales de cada estudiante. Entre las modalidades de becas y ayudas convocadas destacan:    Becas y ayudas al estudio de carácter general.    Becas de apoyo para estudiantes con discapacidad o necesidades especiales.    Ayudas extraordinarias de carácter social.    Becas y ayudas en el marco de convenios internacionales suscritos por la Universidad de Granada.    Ayudas para el pago de precios públicos de forma fraccionada mediante contrato de financiación.    Premios a los mejores expedientes.    Ayudas para la realización de cursos de idiomas.    Becas de apoyo a la información y participación (PIE).    Becas de apoyo a la automatrícula.    Becas para los ganadores olimpiadas.    Becas del Centro de Actividades Deportivas.    Ayudas para el Aula Permanente de Formación Abierta.    Ayudas Compensatorias de comedor para estudiantes de los campus de Ceuta y Melilla.    Becas para Cursos de Verano del Centro Mediterráneo.    Becas para Cursos y Másteres propios de la Escuela de Posgrado.    Becas para cursos de verano de la UGR en Ceuta y Melilla.     Se entiende como ayuda social, aquellas becas, encuadradas dentro de becas propias de la Universidad, dirigidas a estudiantes que presenten una situación de desestructuración económica, social o familiar y que, por motivos justificados, concede la Universidad de Granada, con carácter de excepcionalidad a través del Vicerrectorado de Estudiantes:Unidad de becas y asistencia estudiantíl.Para la concesión de estas ayudas, se valorará no solo la situación socio-económica y personal del solicitante, sino también su expediente académico global.Estas becas deben ser también entendidas, como un estímulo para continuar los estudios y facilitar la vida diaria del estudiante.    En concreto, en este caso dos becas  para estudiantes del grado en EDUCACIÓN PRIMARIA Y BELLAS ARTES procedentes de BOLIVIA",No gender component,Significant disability component,Granada University,"University, college or other teaching institution, research institute or think-tank",Mixed
