CrsID,ProjectNumber,Year,Aid_t,FlowName,DonorName,RecipientName,USD_Commitment_Defl,USD_Disbursement_Defl,SectorName,PurposeName,ProjectTitle,ShortDescription,LongDescription,Gender,Disability,ChannelReportedName,ChannelName,ChannelCode,ParentChannelCode,relevance,check,inclusion,employment,intellectual,education,family,advocacy,disability.subpurpose,disability.concsub
2018014458C,76_49928,2018,D02,ODA Grants,United States,Ukraine,,0,I.5.a. Government & Civil Society-general,Democratic participation and civil society,Participant Training Program (PtP) in Ukraine,PARTICIPANT TRAINING PROGRAM (PTP) IN UKRAINE,"This project provides training for up to 350 participants over five years in the United States and third countries. The $4.9 million program will focus on improving the political, social, and economic context in the country through tailored trainings, experiential learning activities, seminars, workshops, and study tours for professionals. Recent programming has included study tours to the US and countries in Western Europe on topics such as diversity and tolerance, coordination of education policy and practices, effective support for children with special needs, and pro bono legal services. World Learning is working in partnership with the Ukrainian organization Consortium for Enhancement of Ukrainian Management Education (CEUME) and the non-profit PH International.",No gender component,Not screened,"World Learning, Inc.",Donor country-based NGO,22000,22000,Significant,potential false positive,Not inclusion,employment,intellectual,education,Not family,Not advocacy,Mixed,"employment, education"
2018000329,4000001857,2018,C01,ODA Grants,Netherlands,Ukraine,0.08908,0.0549033,I.5.a. Government & Civil Society-general,Democratic participation and civil society,KIE-CARE FOR CHILDREN WITH DISABILITIES,KIE-CARE FOR CHILDREN WITH DISABILITIES,Strengthening the influence of NGOs on the formulation of the policies to protect the rights of the children with developmental delays and disabilities Objectives: Objective 1 (national level) • Civil society actors will influence the policy making process through their lobby <(>&<)> advo-cacy in the recently created National Policy Platform for the development of the Early Childhood Intervention system. Objective 2 (national level) • Civil society actors will strengthen their lobby <(>&<)> advocacy capacity through the creation of a National Association of Early Childhood Intervention; Objective 3 (regional level) • Civil society actors will influence the policy making process through their lobby for the development of the Early Childhood,No gender component,Not screened,NATIONAL ASSEMBLY OF PEOPLE WITH DISABILITIES OF UKRAINE,Networks,32000,32000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2013130523,KEN6001,2018,C01,ODA Grants,Finland,Kenya,0.028386,0.0149477,I.5.a. Government & Civil Society-general,Democratic participation and civil society,F.a: Social Inclusion of Persons with Intellectual Disabilities in Kenya,F.A: SOCIAL INCLUSION OF PERSONS WITH INTELLECTUAL DISABILITIES IN KENYA,"WHAT: The project supports persons with intellectual disabilities and their families. WHY: Only 3 % of children with intellectual disabilities go to school in Kenya. Their families are often their only social circle. The parents of children with intellectual disabilities are also stigmatized by society. HOW: In this project the goal is to raise awareness about intellectual disability through different campaigns and materials. Cultural events and information meetings are organised in order to improve the self-esteem and possibilities of inclusion for persons with intellectual disabilities. The project benefits persons with intellectual disabilities and their families, whose milieu expands due the dissipation of stigma. PARTNER ORGANISATION: The project is implemented by Kenyan Association for the intellectually handicapped (KAIH).",Significant gender component,Principal disability component,Disability Partnership Finland ry,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,education,family,Not advocacy,Mixed,"education, family"
2017170425,17AA078,2018,C01,ODA Grants,Finland,Bangladesh,0,0.00110282,I.5.a. Government & Civil Society-general,Democratic participation and civil society,F.a: Chhadak (Light) - Developing special needs education for the underpriviledged children with autism and other disabilities,F.A: CHHADAK (LIGHT) - DEVELOPING SPECIAL NEEDS EDUCATION FOR THE UNDERPRIVILEDGED CHILDREN WITH AUTISM AND OTHER DISABILITIES,"Children and youth with autism or other disabilities of indigenous background living in Rangamati Hill District in Bangladesh will be provided education. Project will develop peer support and training for parents, training for teachers, health and rehabilitation services for children and conduct advocacy activities.",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,education,family,Not advocacy,Mixed,"education, family"
2018003561-2,009-117546-B,2018,C01,ODA Grants,Spain,Mozambique,0.041817,0.0246037,I.5.a. Government & Civil Society-general,Democratic participation and civil society,Passport for life For a quality primary school,PASSPORT FOR LIFE FOR A QUALITY PRIMARY SCHOOL,"La propuesta tiene como objetivo general contribuir al fortalecimiento y mejora del derecho a una Enseñanza Básica en Mozambique. Para ello, centra su actuación en el Distrito de Nhlamankulu, uno de los distrititos más poblados y marginados de la capital.En el distrito se han seleccionado cuatro escuelas públicas primarias situadas en dos de los barrios más conflictivos de Maputo, pero muy conocidos por CESAL y por el Socio local, Khandlelo. El objetivo específico es mejorar las dimensiones de calidad y aceptabilidad del derecho humano a la educación a través del desarrollo de programas curriculares e infraestructuras sostenibles en estas escuelas que fomenten unaeducación proactiva, inclusiva y con valores de género y medioambientales, desde un enfoque de derechos humanos y con una gestión participativa en las escuelas. El primer resultado, centrado en la dimensión de aceptabilidad, hace referencia al desarrollo e implementación de dos programas: un programa psicopedagógico que sea capaz de incluir, integrar y de mejorar el rendimiento escolar de las/los alumnos/as con necesidades especiales en cada escuela, y un programa de refuerzo escolar eintegración que contribuirá a una mejor integración de los alumnos/as con necesidades especiales de los últimos cursos de primaria (6º y 7º). Ambos programas incorporan el enfoque de género, medioambiental y de inclusión. El segundo resultado, pretende fortalecer institucionalmente a los Servicios Distritales y a los Consejos Escolares, para un mejor conocimiento de sus funciones y competencias y para la puesta en marcha de una Red Distrital de Consejos Escolares en Nhlamankulu. Este resultado aborda la dimensión de calidad. Por último, el tercer resultado, orientado a la dimensión de participación, instaurará un proceso de gestión transparente, participativa y democrática en la escuela, promoviendo así la identificación y la solución de conflictos de forma consensuada entre los actores. Cada uno de estos resultados contempla incentivar laparticipación de toda la comunidad escolar para una adecuada gestión de la Enseñanza.",Significant gender component,No disability component,CESAL,Donor country-based NGO,22000,22000,Significant,potential false positive,inclusion,Not employment,intellectual,education,family,advocacy,Mixed,"education, family, advocacy"
2017170157,67201116,2018,C01,ODA Grants,Finland,Armenia,0,0.00100004,I.5.a. Government & Civil Society-general,Media and free flow of information,Accessibility of information without discrimination,ACCESSIBILITY OF INFORMATION WITHOUT DISCRIMINATION,Information resource center will be set up in Yerevan in which persons with disabilities (mobility visual hearing intellectual and mental) can go and get information and advice about their situation and other things. The center will also have a website for those who cannot physically come to the center. There is no such place in Armenia even though about 7% of the population is disabled. The center will be wheelchair accessible and it has different devices to aid the disabled persons themselves to find the information they need. There will also be personnel to assist if needed. There will be literature computers and internet connection at the center. This gives the disabled the possibility to take control of their own lives and take part in the society. The center will be formed by an NGO called Disablility Info. The director of the NGO is disabled and thus has personal experience on the challenges that the disabled face.,No gender component,Principal disability component,Embassy of Finland,Central Government,11001,11000,Significant,potential false positive,Not inclusion,Not employment,intellectual,Not education,Not family,Not advocacy,Other,""
2015000059134,SCR.CTR.374353,2018,C01,ODA Grants,EU Institutions,Serbia,0,0.016087,I.5.a. Government & Civil Society-general,Human rights,Self-advocates for fundamental rights of Persons with Intelectual Disabilities in Serbia,SELF-ADVOCATES FOR FUNDAMENTAL RIGHTS OF PERSONS WITH INTELECTUAL DISABILITIES IN SERBIA,"To contribute to respect of human rights of PwDs in Serbia, in accordance to UNCRPD and European Disability Strategy 2010-20.",Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2015000059270,SCR.CTR.380196,2018,C01,ODA Grants,EU Institutions,Turkey,0,0.135896,I.5.a. Government & Civil Society-general,Human rights,Advocacy for People in the Penal System,ADVOCACY FOR PEOPLE IN THE PENAL SYSTEM,"Overall objective is to set up Advocacy for People in the Penal System (AAPS) as a support group consisting of different CSOs working on the rights for those people in need within the penal system, focusing on Prisoners with Special Needs, namely LGBTI, women, children, foreign, disabled prisoners, ethnic minority prisoners, prisoners with health problems, life imprisonment, working prisoners and student prisoners.",Significant gender component,Significant disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,Significant,potential false positive,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2013000020389,SCR.CTR.355075,2018,C01,ODA Grants,EU Institutions,Eritrea,0,0.0122319,I.5.a. Government & Civil Society-general,Human rights,"Scaling up efforts of the community sports club for Promoting the rights, and skills of Persons with Disability to respond to prejudice and discrimina","SCALING UP EFFORTS OF THE COMMUNITY SPORTS CLUB FOR PROMOTING THE RIGHTS, AND SKILLS OF PERSONS WITH DISABILITY TO RESPOND TO PREJUDICE AND DISCRIMINA","The main activities of the contract are: carry out public campaigns on the rights of person's with disability  organise bi-annual sports tournaments of person's with disability along with children and women tournaments  register and organise persons with disability into community sport clubs  undertake sport activities for persons with development disability at the St. Marry Psychiatric Hospital  give training of trainers on referring and organising sport, tournaments for persons with disability",Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,inclusion,employment,intellectual,Not education,Not family,advocacy,Mixed,"employment, advocacy"
2016000004259,SCR.CTR.394523,2018,C01,ODA Grants,EU Institutions,Eritrea,0,0.272769,I.5.a. Government & Civil Society-general,Human rights,Economic Empowerment of Families with Children Living with Intellectual and Developmental Disabilities,ECONOMIC EMPOWERMENT OF FAMILIES WITH CHILDREN LIVING WITH INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,"The project aims at contributing improving the quality of life of children who live with IDD and their families. The intervention will focus on: income generating activities for selected families, awareness and training for the families of children with IDD for improving the care and conditions of life of the kids and sensitisation actions on disabilities for the local communities.",Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,inclusion,Not employment,intellectual,Not education,family,advocacy,Mixed,"family, advocacy"
2017170200,87301530,2018,C01,ODA Grants,Finland,Moldova,0,0.00148999,I.5.a. Government & Civil Society-general,Human rights,Nothing for us without us: development of the network of human rights experts in psycho-social and intellectual disabilities,NOTHING FOR US WITHOUT US: DEVELOPMENT OF THE NETWORK OF HUMAN RIGHTS EXPERTS IN PSYCHO-SOCIAL AND INTELLECTUAL DISABILITIES,The goal of the project is to develop a network of experts in the rights of persons with psycho-social and intellectual disabilities formed by peer support workers through capacity building and empowerment of active representatives of users and survivors groups from Republic of Moldova.Objective 1: At the end of the ten months project twelve leaders and experts - people with psycho-social or intellectual disabilities will be capacitated to promote and protect the rights of persons with psycho-social and intellectual disabilities and will have abilities to lobby legislative modification and development of good practices for persons with psycho-social and intellectual disabilities.Objective 2: At the end of the ten months project a network of peer support workers in psycho-social and intellectual disabilities will be developed and empowered to promote the human rights in Republic of Moldova.,No gender component,Principal disability component,Embassy of Finland,Central Government,11001,11000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2017170201,87301531,2018,C01,ODA Grants,Finland,Moldova,0,0.00165975,I.5.a. Government & Civil Society-general,Human rights,Building the capacity of local public authorities in school inclusion of children with intellectual disabilities and autism,BUILDING THE CAPACITY OF LOCAL PUBLIC AUTHORITIES IN SCHOOL INCLUSION OF CHILDREN WITH INTELLECTUAL DISABILITIES AND AUTISM,Goal: Develop human resources qualified in assessment and diagnosis of children with disabilities and autism in three pilot districts  Ungheni Leova and Orheito improve access to equal education for all.Objectives:1.The representatives of the district Psycho-pedagogical Assistance Service (PAS) in three pilot districts from Moldova have the required knowledge in assessment and diagnosis of the development level of children with intellectual disabilities and autism for their inclusion into mainstream education.2.Children with intellectual disabilities and autism benefit from an inclusive learning environment in accordance with their rights under the national law and international standards.,No gender component,Principal disability component,Embassy of Finland,Central Government,11001,11000,Principal,No,inclusion,employment,intellectual,education,Not family,advocacy,Mixed,"employment, education, advocacy"
2018010286,2018/WD/GEO02,2018,C01,ODA Grants,Poland,Georgia,0.0206014,0.0158575,I.5.a. Government & Civil Society-general,Human rights,Supporting a civil activism movement and advocacy campaign in Georgia about rights of people with mental & psychosocial disabilities,SUPPORTING A CIVIL ACTIVISM MOVEMENT AND ADVOCACY CAMPAIGN IN GEORGIA ABOUT RIGHTS OF PEOPLE WITH MENTAL & PSYCHOSOCIAL DISABILITIES,"The aim of this project was to enforce the advocacy and awareness raising campaign by providing substantial support for the Platform of different entities working with people with severe mental disorders and disabilities (PwMD) as well as by developing skills of media representatives, which motivate them to promote the rights of several vulnerable groups: PwMD, children & adolescents with mental health problems.",No gender component,No disability component,GIP – Global Initiative for Psychiatry -Tbilisi,Developing country-based NGO,23000,23000,Principal,No,inclusion,employment,intellectual,Not education,Not family,advocacy,Mixed,"employment, advocacy"
2018000451,INK504,2018,C01,ODA Grants,Australia,Kiribati,0.271693,0.271693,I.5.a. Government & Civil Society-general,Human rights,Kiribati Disability,KIRIBATI DISABILITY,"The Kiribati Disability initiative aligns with the newly developed Development for All 2015-2020: Strategy for Strengthening Disability Inclusive Development in Australia's Aid Program. The initiative supports a range of activities that focus on inclusive development that is geared to better deliver health and education services to the most vulnerable and excluded individuals, people with disabilities. Activities under the initiative include: core funding support to the School and Centre for Children with Special Needs; the Ministry of Education's inclusive activities; improving disability related services of the Ministry of Health including infrastructural developments to the rehabilitation centre and the mental health facility; and strengthening the Ministry of Women Youth Social Affairs as the lead GoK division in the disability sector. The total value of the initiative is $3m over 5 years, starting 2011-12.",Principal gender component,Principal disability component,Recipient Government,Recipient Government,12000,12000,Principal,No,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2017170157,67201116,2018,C01,ODA Grants,Finland,Armenia,0,0.00500018,I.5.a. Government & Civil Society-general,Human rights,Accessibility of information without discrimination,ACCESSIBILITY OF INFORMATION WITHOUT DISCRIMINATION,Information resource center will be set up in Yerevan in which persons with disabilities (mobility visual hearing intellectual and mental) can go and get information and advice about their situation and other things. The center will also have a website for those who cannot physically come to the center. There is no such place in Armenia even though about 7% of the population is disabled. The center will be wheelchair accessible and it has different devices to aid the disabled persons themselves to find the information they need. There will also be personnel to assist if needed. There will be literature computers and internet connection at the center. This gives the disabled the possibility to take control of their own lives and take part in the society. The center will be formed by an NGO called Disablility Info. The director of the NGO is disabled and thus has personal experience on the challenges that the disabled face.,No gender component,Principal disability component,Embassy of Finland,Central Government,11001,11000,Significant,potential false positive,Not inclusion,Not employment,intellectual,Not education,Not family,Not advocacy,Other,""
2013130471,89892250,2018,B03,ODA Grants,Finland,"Bilateral, unspecified",0,0.777805,I.5.a. Government & Civil Society-general,Human rights,INT/UN Partnership to Promote the Rights of Persons With Disabilities UNPRPD,INT/UN PARTNERSHIP TO PROMOTE THE RIGHTS OF PERSONS WITH DISABILITIES UNPRPD,It is estimated that more than a billion people - about 15 % of the world's population - live with some form of disability. They experience higher rates of poverty less legal protection lower educational achievements poorer health outcomes and less policitical and cultural participation among others particularly in lower income countries.  The UNPRPD Partnership brings together the UN system (UNDP UNICEF ILO WHO UNDESA OHCHR UNFPA UNESCO UN Women) governments Disabled Persons Organizations and the broader civil society to advance disability rights around the world.  It operates through a Multi-Partner Trust Fund managed by the UNDP. The  UNPRPD aims at developing the capacities of national stakeholders particularly governments and organizations of persons with disabilities for the effective implementation of the CRPD (Convention on the Rights of Persons with Disabilities) including through promoting disability-inclusive internationally agreed development goals. This will happen by mainstreaming the disability rights within the UN system and by financing local or global projects and involve targeted as well as mainstreamed approaches (350.000  each). The involvement of government civil society and UN Country Teams ensure the quality relevance and sustainability of the projects.  Round 1 projects are showing promising results by promoting the rights of persons with mental and intellectual disabilities by  the establishment of Ombudsman for Psychiatry and promotion of de-institutionalization in Moldova. In Togo inclusive education  has increased the enrollment rates of disabled children by 132 %.  A National Charter for the Rights or Persons with Disabilities was developed and it generated formal commitments in Tunisia. Also a network of Inclusive Cities with official public commitment to their budgets was created in Indonesia. Legal assistance is provided for  more than 1000 disabled persons in Vietnam and 60 DPO's have received training on the rights of disabled persons and policy advocacy techniques. In Costa Rica job opportunities and self-employment activities were created.  Finland is the biggest donor government followed by Australia and she is  also  member of the UNPRPD Policy Board and Management Committee.  Finland  has channelled 7.560.000 million euros to the partnership  (2012-2016) and will channel 15 million  in 2017. Read more:  real-time Trust Fund factsheet  http://mptf.undp.org/factsheet/fund/RPD00,Significant gender component,Principal disability component,UN Development Programme,United Nations Development Programme,41114,41000,Principal,No,inclusion,employment,intellectual,education,Not family,advocacy,Mixed,"employment, education, advocacy"
2010100062,89800106,2018,C01,ODA Grants,Finland,"Bilateral, unspecified",2.74274,,I.5.a. Government & Civil Society-general,Human rights,The development cooperation programme of Disability Partnership Finland,THE DEVELOPMENT COOPERATION PROGRAMME OF DISABILITY PARTNERSHIP FINLAND,The development cooperation programme of Disability Partnership Finland is human rights transformative and based on the United Nations Convention of the Rights of Persons with Disabilities (CRPD) that entered into force in 2008.The impact statement of the programme is the same as the organisation's vision: A world where the human rights of people with disabilities are fulfilled and where people with disabilities work themselves to develop their own communities at local national and international levels.The progamme's five outcomes are:Programme Outcome 1: Able Organizations  DPOs represent their members and are reliable partners for the stakeholders. Programme Outcome 2: Advocacy for Inclusion DPOs and their stakeholders are committed to and increasingly capable of promoting the full realization of all human rights for all persons with disabilities (CRPD Article 4).  Programme Outcome 3: Education and Learning  Schools and training centres provide inclusive formal or non-formal education to children youth and adults with disabilities. Programme Outcome 4: Work and Livelihood Persons with disabilities have a livelihood and can financially support themselves and their families. Programme Outcome 5: Crosscutting outcome: Gender Equality Gender based discrimination is eradicated in the work of DPOs. The Programme is implemented by all eight full members of Disability Partnership Finland (in the order of the size of their development cooperation budget: Finnish Association of the Deaf (FAD)  Threshold Association Finnish Association of People with Physical Disabilities (FPD) Finnish Federation of the Visually Impaired (FFVI) Finnish Federation of Swedish Speaking Hard of Hearing Finnish Association on Intellectual and Developmental Disabilities (FAIDD) Finnish-Swedish Association for Persons with Intellectual Disability (FDUV) and Finnish Epilepsy Association) and their 23 sister or partner organisations in the Global South. A total of 23 projects will be implemented in 15 countries or regions. One joint project is in planning.,Significant gender component,Principal disability component,Disability Partnership Finland ry,Donor country-based NGO,22000,22000,Principal,No,inclusion,employment,intellectual,education,family,advocacy,Mixed,"employment, education, family, advocacy"
2017170424,17AA077,2018,C01,ODA Grants,Finland,Mongolia,0,0.000523907,I.5.a. Government & Civil Society-general,Human rights,"F.a: The Intellectual investment into Deaf Children's Education by Empowering Deaf Teachers, Parents and members of other Stakeholders","F.A: THE INTELLECTUAL INVESTMENT INTO DEAF CHILDREN'S EDUCATION BY EMPOWERING DEAF TEACHERS, PARENTS AND MEMBERS OF OTHER STAKEHOLDERS",Improvent of the quality of Deaf Childrens Education though participation of Deaf Teachers in the 3rd WFD Conference in Budapest Nov 2017 and doing advocacy work in Mongolia among the stakeholders after the Conference.,Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,education,family,advocacy,Mixed,"education, family, advocacy"
2014000067301,SCR.CTR.365188,2018,C01,ODA Grants,EU Institutions,Belarus,0,0.0488944,I.5.a. Government & Civil Society-general,Human rights,De-institutionalization as an opportunity to promote Human Rights of People with Intellectual and/or Psychosocial Disabilities in Belarus,DE-INSTITUTIONALIZATION AS AN OPPORTUNITY TO PROMOTE HUMAN RIGHTS OF PEOPLE WITH INTELLECTUAL AND/OR PSYCHOSOCIAL DISABILITIES IN BELARUS,"The project is aimed to support human dignity and contribute to enforcement of economic, social and other rights of people with intellectual or psychosocial disabilities (PIPD) and to foster systematic compliance with international human rights standards, values and best practices in the field of treatment and social care of PIPD.",No gender component,Principal disability component,Donor country-based NGO,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2014000067206,SCR.CTR.369567,2018,C01,ODA Grants,EU Institutions,North Macedonia,0,0.00399954,I.5.a. Government & Civil Society-general,Human rights,TOGETHER,TOGETHER,To continue the self determination and self advocay programme for persons witn intellectual disabilities in FYRM  to create and sustain a self advocacy groups of persons with intellectual disabilities in Kumanovo.  to raise awareness about the self advocacy movement in the country.,Significant gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,Significant,potential false positive,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2017000043103,SCR.CTR.395005,2018,C01,ODA Grants,EU Institutions,Ukraine,0,0.0725361,I.5.a. Government & Civil Society-general,Human rights,"Ukrainian CSOs for Change: Promoting Human Rights, Deinstitutionalization and Social Inclusion of People, who have Intellectual and/or Psychosocial Di","UKRAINIAN CSOS FOR CHANGE: PROMOTING HUMAN RIGHTS, DEINSTITUTIONALIZATION AND SOCIAL INCLUSION OF PEOPLE, WHO HAVE INTELLECTUAL AND/OR PSYCHOSOCIAL DI","To strengthen the role of Ukrainian civil society, and empower it to promote non-discrimination and human rights, in this way contributing to inclusive socio-economic development in Ukraine (UA). To build capacity of UA civil society organizations (CSOs) nationwide, and especially in Donetskaya and Khmelnitskaya provinces, to actively advocate for social inclusion, deinstitutionalization (De-I), combat all forms of discrimination, promote human rights (HR) and equality for persons, who have inte",No gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,23000,23000,None,No,Not inclusion,Not employment,intellectual,Not education,Not family,Not advocacy,Other,""
2018181633,TZ706,2018,C01,ODA Grants,Finland,Tanzania,0.406624,0.100131,I.5.a. Government & Civil Society-general,Human rights,F.a: Strengthening Livelihood for Children and Youth with Disabilities around Usambara Mountains,F.A: STRENGTHENING LIVELIHOOD FOR CHILDREN AND YOUTH WITH DISABILITIES AROUND USAMBARA MOUNTAINS,"Tanzania observes rights of disabled people in legislation, however these rights are not fully realized at grass roots level, and in particular the situation of rural disabled people is difficult. Reasons are lack of necessary knowhow and resources among municipal decision makers, parents of disabled children, teachers, and other local community influential people. Additionally, schools are often inaccessible and teachers lack skills to work with disabled children. Many disabled children thus are left without possibility of studying. Additionally in traditional culture children are often isolated from all social networks and their development is thus slowed or prevented. The traditional operating model is contrary to human rights and through this project traditional operating models are changed to realize human rights of disabled people. Expected development effects: realization of the human rights of disabled people in Lushoto province. Results of activities (i) community integration of rehabilitated disabled people, (ii) growth in skills of kindergarten and elementary school teachers to work with disbled children, and disabled children are able to attend school, (iii) improved health status of disabled children, and (iv) local leaders and civil servants are aware of Tanzanian disability legislation and implement the rights of disabled people in education. There are 2520 beneficiaries of the project (1045W ja 845M as carers of disabled children, including disabled youth and children 300G ja 330B) and 792 bearers of responsibility. 6860 individual benefit from the project indirectly. The target groups are disabled people, key individuals of organizations, and civil servants. The project is implemented by the northern diocese of the Church of Tanzanie, which is a forerunner in advocating for the rights of disabled people in Tanzania. The know-how of two of the churchs institutions is joined in this project: the know-how of the Rainbow school for developmentally disabled children in detective and community based disability work and the know-how of the Sebastian Kolowa Memorial University in special education and advocacy. Through cooperation, the right to livelihood of disabled people are strengthened through  rehabilitation and education, because the project affects, in addition to families and local communitites, also the increase in know-how of realization of rights of disabled people among responsible authorities, teachers, and local community leaders.",Significant gender component,Not screened,Suomen Lähetysseura ry,Donor country-based NGO,22000,22000,Principal,No,inclusion,employment,intellectual,education,family,advocacy,Mixed,"employment, education, family, advocacy"
2018180216,28235892,2018,C01,ODA Grants,Finland,Tanzania,0.0546686,0,I.5.a. Government & Civil Society-general,Human rights,Promoting vocational training for youth with intellectual disabilitiy in Tanzania,PROMOTING VOCATIONAL TRAINING FOR YOUTH WITH INTELLECTUAL DISABILITIY IN TANZANIA,1. Young persons with intellectual disability (ID) have neither rights nor possibilities to get access to pre-vocational education/vocational education and thus lack possibilities to work and earn a living. 2. The project outcomes are: Pre-vocational/vocational education possibilities for youngsters with ID exist in all vocational training centers in the project area. The rights to pre-vocationa/vocational education for the target group are acknowledged. The main project activities include - in-service training for vocational teachers focused on teaching students with ID - mainstreaming courses on special needs education into regular vocational teacher education curriculum-creating and organizing special groups and inclusive teaching possibilities for pre-vocational/vocational education in the vocational training centers in the project area- organizing activities to increase awareness on the rights of persons with ID among responsible education authorities community leaders schools work places and families. 3. The project improves gender equality by focusing especially on girls and women.4. Partners in Finland are FDUV and Kehitysvammaliitto which have knowledge about the target group and experience of work with the target group in East-Africa Optima (special vocational training) and ÅA (special vocational teacher education). Optima and ÅA have knowledge about education and in-service training related to the target group. Local cooperation partners are TAMH (Tanzania Association for Mentally Handicapped) MWAYDEO:s (Mafiga Women and Youth Development Oreganization) (VETA (Vocational Education Teaching Authority) and IAE (Institute of Adult Education). TAMH has local knowledge about the target group MWAYDEO has knowledge of marginalized groups especially women and girls and VETA and IAE have the national responsibility in the field. The project strengthens MWAYDEO:s and TAMH:s work for human rights and VETA:s and IAE:s knowledge and preparedness related to education and training of the target group.5. Youngsters especially girls with intellectual disability.,Significant gender component,Principal disability component,Vaasan Kehitysmaaseura ry,Donor country-based NGO,22000,22000,Principal,No,inclusion,employment,intellectual,education,family,advocacy,Mixed,"employment, education, family, advocacy"
2013130523,KEN6001,2018,C01,ODA Grants,Finland,Kenya,0.028386,0.0149477,I.5.a. Government & Civil Society-general,Human rights,F.a: Social Inclusion of Persons with Intellectual Disabilities in Kenya,F.A: SOCIAL INCLUSION OF PERSONS WITH INTELLECTUAL DISABILITIES IN KENYA,"WHAT: The project supports persons with intellectual disabilities and their families. WHY: Only 3 % of children with intellectual disabilities go to school in Kenya. Their families are often their only social circle. The parents of children with intellectual disabilities are also stigmatized by society. HOW: In this project the goal is to raise awareness about intellectual disability through different campaigns and materials. Cultural events and information meetings are organised in order to improve the self-esteem and possibilities of inclusion for persons with intellectual disabilities. The project benefits persons with intellectual disabilities and their families, whose milieu expands due the dissipation of stigma. PARTNER ORGANISATION: The project is implemented by Kenyan Association for the intellectually handicapped (KAIH).",Significant gender component,Principal disability component,Disability Partnership Finland ry,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,education,family,Not advocacy,Mixed,"education, family"
2016001166,QZA-15/0470-10,2018,B01,ODA Grants,Norway,"South of Sahara, regional",,0.187542,I.5.a. Government & Civil Society-general,Human rights,Strenghtening Inclusion Africa,STRENGHTENING INCLUSION AFRICA,To promote and secure the rights of people with developmental disabilities in Southern and Eastern Africa through a regional network that facilitates the exchange of information and experience.,No gender component,Principal disability component,Atlas-alliansen,Donor country-based NGO,22000,22000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
2017170341,16AF198-FT,2018,C01,ODA Grants,Finland,Ghana,0,0.000252231,I.5.a. Government & Civil Society-general,Human rights,F.a: Promote Inclusion of Persons with Intellectual Disability in decision making,F.A: PROMOTE INCLUSION OF PERSONS WITH INTELLECTUAL DISABILITY IN DECISION MAKING,"This project is to provide support to parents with children with intellectual disabilities, and to provide information about intellectual disability and the rights of persons with intellectual disabilities to parents, local authorities and opinion leaders. 4 Education workshops and 1 meeting will be carried out with these actors to transfer relevant information",Significant gender component,Principal disability component,ABILIS foundation,Donor country-based NGO,22000,22000,Principal,No,inclusion,employment,intellectual,education,family,advocacy,Mixed,"employment, education, family, advocacy"
2018000156,011843,2018,B03,ODA Grants,Portugal,"Bilateral, unspecified",0.0111162,0.0111162,I.5.a. Government & Civil Society-general,Human rights,"WHO QualityRights initiative – improving quality, promoting human rights.","WHO QUALITYRIGHTS INITIATIVE – IMPROVING QUALITY, PROMOTING HUMAN RIGHTS.","WHO QualityRights is reforming mental health services and promoting the human rights of people with psychosocial, intellectual and cognitive disabilities around the world. It aims to improve the quality and human rights conditions in inpatient and outpati",No gender component,Not screened,World Health Organisation - core voluntary contributions account,World Health Organisation - core voluntary contributions account,41143,41000,Significant,potential false positive,inclusion,Not employment,intellectual,Not education,Not family,advocacy,Self-advocacy,advocacy
